Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG33111,8.25125,9.73621,9.80167,14.0598,19.3996,26.1558
CG34355,8.60918,13.63,4.3306,0.754288,2.7916,6.66273
Pli,9.72195,7.97529,6.25144,13.6248,45.2609,96.9217
TfIIA-S,45.7204,35.6606,34.0322,60.5306,71.1332,85.8032
sba,8.20653,5.39275,3.86328,3.51728,9.77171,12.1101
CG31141,0.0283125,0,0.072462,2.92571,7.53182,10.2294
CG5857,16.4064,13.6298,9.1501,10.7441,14.8836,16.699
CG13601,21.9502,23.9665,20.2242,11.6877,12.1886,12.2515
CG31142,4.78487,8.36228,6.20218,7.67057,8.06506,10.4964
RpS19b,2.18749,3.48837,6.8316,11.9091,14.6337,17.626
Gdh,1139.46,932.535,899.017,313.01,164.018,94.1063
CG5854,6.89689,12.2815,11.8896,30.4037,66.2303,124.376
Aats-glupro,51.0711,75.762,54.249,23.5601,28.9265,32.2243
AP-1sigma,22.4478,34.9539,23.9961,22.1354,25.4157,37.6343
CG31140,46.7667,16.5852,6.99629,3.89678,10.1863,12.7489
CG13603,11.7198,10.7564,14.1326,36.8541,62.6471,100.329
CG5902,24.7681,22.8343,23.9147,36.924,61.5582,81.8998
Rab7,41.7425,47.0893,46.2228,91.5038,144.106,208.431
KrT95D,20.2237,12.3607,10.4987,12.8437,30.9062,46.0802
Miro,22.5527,17.465,18.0708,18.3712,25.5226,29.9806
spas,8.17022,5.54986,4.41011,6.08347,11.7704,18.5809
Rox8,29.8605,32.621,29.2544,34.7682,56.5443,78.7763
CG5986,7.42135,11.5333,8.10028,10.3893,12.9447,16.5845
Atg6,9.95927,8.62467,7.35295,9.00616,11.7501,15.1213
CG5991,50.6597,45.6953,38.2337,7.90282,8.50425,8.52832
CG6000,10.6577,31.9094,23.914,9.97662,8.04905,9.48702
Hsp68,9.31102,9.25078,19.6733,48.8916,76.2851,230.096
SMC1,10.5808,10.6346,7.49032,10.1337,14.8936,19.5788
4EHP,21.0426,20.5631,12.2909,7.36187,14.1434,16.4143
Syx1A,28.7776,19.918,13.8324,6.4956,13.8262,12.975
CG18428,4.3962,6.33771,5.18313,6.8583,8.32551,13.8372
CG13605,11.6764,10.4163,11.3818,14.8405,20.3476,22.1967
CG13607,3.07535,9.11503,34.2878,54.2109,50.1894,30.8753
CG6129,4.45093,1.79161,8.43927,11.0979,9.0523,10.1978
Tsc1,12.6031,10.8718,10.3547,9.03686,13.3333,13.8026
sec10,7.68537,9.15222,7.02122,7.85584,9.84907,13.8339
kal-1,0.632804,0.70707,6.2865,15.3932,23.164,20.728
CG31133,6.02382,10.5465,8.04143,5.70726,4.46494,4.14968
p38c,0.266458,0.512014,3.72429,12.5867,4.9557,2.99748
CG6178,67.3355,66.4884,59.6462,69.2292,22.9291,13.1431
Mpk2,11.2244,13.0715,10.6162,17.3451,16.6221,18.571
CG6182,7.70755,8.40825,6.94724,6.9096,7.8916,11.7679
mRpS24,77.2788,56.5954,36.8172,14.2952,11.193,10.2484
CG5510,14.3328,27.0788,20.1245,25.0205,33.1284,54.2299
CG13606,3.75494,6.27663,18.184,1.40906,10.2849,278.292
CHORD,18.4008,16.0131,12.1927,9.64057,11.2036,14.1706
CG5515,37.0682,43.3898,33.4012,28.2981,28.0683,35.3104
twin,22.1781,19.2237,14.128,19.8834,41.6178,47.3144
CG17786,0,21.5928,3.81901,0,0,0
Spase22-23,100.224,192.778,141.874,172.476,157.952,176.764
mask,32.42,20.1,18.8039,10.4617,31.8697,29.8963
CG5706,60.4643,68.6644,44.7258,22.5083,23.8557,27.0407
jar,23.689,44.8121,30.8299,38.4552,59.8223,78.3601
Orct2,12.9069,13.8305,4.10144,3.82321,6.35546,9.13534
Orct,16.3235,22.839,10.2915,47.2063,126.466,164.945
CG6356,19.0203,5.16773,3.75696,13.3356,27.8155,22.5629
CG6364,32.279,24.4433,18.7613,12.8387,17.0968,23.2471
CG5715,0.782438,11.2552,8.54833,0.843002,1.23606,1.84832
crb,10.2425,12.3296,8.70443,8.47885,18.0479,31.9136
CG5720,9.61666,7.76667,6.05977,6.18584,9.07934,11.2104
BRWD3,15.4574,11.3344,9.1045,9.90851,18.675,20.9402
CG5728,31.3576,14.9376,10.5654,4.89804,6.46219,7.28434
Dis3,27.1725,14.6014,11.0884,7.19453,9.28882,9.63135
Dms,19.5858,10.2314,4.23774,3.19305,3.07841,4.09881
CG5746,20.9015,21.5822,17.7918,12.4208,25.1147,25.4322
CG6454,15.2977,12.8961,11.7671,10.1374,13.875,14.8467
Golgin84,6.3299,7.48746,6.00102,8.02918,11.9131,14.6357
CG18528,3.81279,4.84527,5.00638,7.59402,12.0911,21.799
CG5762,0.0916817,0.668557,0.109677,13.8594,32.1193,41.0853
CG33340,0.104502,0.0363011,0.512146,25.419,61.3978,80.5733
CG17781,0.519958,14.4812,2.07455,0.140338,0.663763,1.32317
CG13616,0.704001,15.1714,2.5238,0.231274,0.676988,1.22923
nAcRalpha-96Ab,14.2258,4.06979,0.88995,1.27884,1.99759,3.30805
nAcRbeta-96A,14.8588,3.01787,0.601763,0.611038,1.17543,1.71742
Pp1alpha-96A,35.8425,25.4667,18.2308,15.3827,25.1221,29.9063
CG13618,5.25768,7.82172,14.4494,0.308448,0.793724,6.42714
CG6607,11.6811,12.2993,13.1896,15.1992,17.4513,17.2179
CG13623,10.1219,10.9726,10.0929,9.30487,9.5685,10.6744
CG5789,14.5499,15.0022,7.63327,6.86468,21.3303,23.2693
CG6643,29.6582,23.7993,37.3917,37.3456,31.6751,17.6267
CG13624,13.4423,7.75792,6.91569,5.49875,13.3374,13.9635
CG13625,5.42699,5.69463,3.58328,4.65548,7.41829,10.9021
mld,10.3878,9.00857,8.30185,5.14909,9.80908,11.6377
Syx18,17.3007,20.2989,15.1861,14.1772,21.0866,22.134
atl,33.2707,51.0886,40.7927,48.6434,75.4863,77.8691
Wsck,7.25292,5.21411,4.28394,6.0276,10.3516,11.6599
CG5794,8.3251,7.03794,7.02717,3.99848,10.2719,10.1073
ash2,12.9566,11.9341,13.0381,15.3616,19.102,19.1869
CG6695,12.5461,11.2006,10.8771,10.8765,16.0514,14.7068
CG31126,38.555,46.2586,30.3794,8.80396,11.0872,11.8338
Ppox,15.7195,19.8858,18.2714,15.5166,16.5115,16.8108
slo,24.0049,10.9852,4.60208,4.99898,6.56485,8.50318
CG13627,1.22588,77.7219,14.9212,0.119115,0.305168,0.423987
Rpb10,41.1916,42.3476,32.3352,21.4492,21.6225,24.2507
CG13630,57.8556,51.5902,41.9083,25.3664,25.8713,28.6742
tok,15.6676,8.11243,15.034,12.8588,29.2359,65.665
Ast,14.6597,7.82916,3.91504,4.84569,4.94456,4.96714
CG13631,9.40619,42.2247,14.3466,11.9034,14.1892,11.1055
CG42331,0.900167,41.6997,4.80391,0.210142,0.165774,0.622613
CG5805,39.46,32.3261,26.9892,12.2759,11.5711,58.1948
CG18410,24.8449,12.5112,38.8562,19.2243,13.0135,9.33848
polybromo,9.599,8.96146,8.07591,8.53887,11.3993,11.5686
CG5807,8.24692,8.50553,8.22279,15.5638,18.9457,21.6542
CG34150,13.6295,20.0858,18.0236,10.7978,7.79275,10.3868
CG6995,35.7775,26.7898,22.8791,20.5314,33.1134,35.3876
RabX4,10.9172,3.52146,2.44917,5.49225,8.93275,12.9992
CG31357,12.5009,8.30065,9.7277,22.3257,37.7271,44.4877
CG13636,25.9069,11.7011,3.79862,2.07925,3.51161,4.64032
Esp,7.22253,5.74394,14.5634,3.25311,3.79309,7.64836
CG7006,73.8317,32.8304,19.1193,11.0962,11.4176,17.0659
nct,8.44063,13.6043,10.5142,17.0876,33.0535,52.3399
CG13640,19.8032,13.2064,16.2149,3.18525,0.485487,0.41536
CG7016,12.945,6.06103,9.93577,13.9907,26.5073,26.1281
CG13641,20.6031,18.7425,77.2219,98.7946,109.916,31.6759
Ela,69.9791,26.4992,42.7478,46.4348,37.2896,15.3203
CycB3,1.31392,1.49052,2.50164,6.66251,13.112,14.7834
CG3744,11.4779,14.0279,9.69955,8.61949,16.0898,17.5528
CG11089,65.6291,34.4465,55.3936,130.774,498.569,615.651
CG31121,9.83133,17.5798,8.78276,6.97941,13.5186,12.516
CG11069,7.10192,13.6763,5.02863,6.0511,11.5983,14.5736
CG31120,28.592,25.1157,20.1194,19.4333,23.7741,25.3757
CG11168,14.0729,11.0705,10.7631,13.7278,13.2325,11.516
CG11120,0.748018,1.79907,2.59204,6.85811,10.7756,12.9908
CG11771,22.3913,34.1757,25.1744,11.3072,12.1778,14.7443
Osbp,34.4395,40.3127,31.9867,27.3516,36.8836,34.1958
ssh,11.7379,8.9921,8.72238,12.7197,23.0277,25.718
Nmnat,11.8967,10.0773,8.08881,6.28047,7.27848,9.27761
tnc,14.4535,55.7234,20.7452,3.0989,22.9126,59.0184
beta4GalT7,9.58553,9.74276,8.44321,9.74661,11.2227,11.9832
CG11781,18.9765,31.9837,22.1371,19.3774,18.2846,26.4349
Hr96,11.9104,10.5234,10.0074,6.99836,8.68555,9.57427
Smg6,20.904,15.279,17.2394,20.3722,25.9875,32.0143
CG6422,14.5272,10.2423,9.14115,11.6429,20.2878,40.7389
bai,83.1697,139.16,105.374,140.596,127.384,130.711
CG11786,0.63971,61.677,12.689,0.204249,0.516966,0.746263
CG11790,27.3835,46.9188,46.1258,42.4217,41.034,52.9096
CG11791,40.0692,37.0717,34.4319,32.5584,33.0347,50.1471
CG34349,8.35346,10.7737,12.4723,11.0877,13.5566,27.1863
veli,20.7439,19.4281,15.4658,16.1817,29.9634,53.1931
CG11820,9.63933,8.91513,7.90246,9.13386,11.435,15.9835
OstStt3,76.3222,157.439,114.475,82.3366,78.8848,81.7085
CG11836,1.79483,26.1603,5.0309,2.61589,2.95543,3.76296
CG9996,4.23327,5.18084,2.90694,6.53583,11.3053,18.4069
CG11920,24.7517,15.7751,9.45202,5.84179,7.25219,8.49155
CG33096,10.1145,9.70523,8.44141,11.948,27.9501,50.0223
CG33095,6.02209,8.22663,6.95852,10.9849,21.5559,45.0102
CG31108,4.94756,3.75553,3.95561,5.66912,9.32363,13.8711
Clbn,7.42665,11.2513,9.02569,7.29296,9.15529,13.2137
Cad96Ca,8.21183,17.3229,7.77394,4.66125,10.1933,16.0121
CG13663,3.56334,8.59009,7.21682,9.57979,9.84399,12.5636
CG31106,16.6862,18.8934,13.2002,5.42087,1.93923,1.21668
CG31103,16.2247,2.63052,9.18451,12.7492,14.0255,7.63802
CG11851,4.42233,9.39175,6.82582,7.40358,8.43516,10.257
CG11852,81.4306,17.8482,194.698,47.3038,34.793,24.69
CG11854,6.92194,0.351288,0.588173,83.4504,151.174,93.5326
RpS27,648.957,785.329,653.537,531.735,507.703,672.278
CG11875,14.7608,13.9571,10.0478,9.73092,11.2368,13.2762
Nup358,25.2042,24.8508,23.2863,22.9606,36.4849,39.9396
CG11857,43.0951,69.6526,47.845,33.2002,41.1936,52.3744
CG10425,14.776,21.4381,19.1621,26.4547,26.3304,26.5532
CG11858,36.5003,40.3269,27.2637,23.1227,23.6079,24.8708
Aats-gln,43.6955,43.2875,41.041,21.8877,24.9782,24.3216
CG11859,36.582,16.9625,11.0375,8.05787,10.2829,10.7096
CG11889,13.0481,21.1117,25.7301,19.7067,7.66162,2.91606
CG10513,17.5638,16.7603,35.2907,62.046,62.9932,26.5989
CG10514,19.174,19.0494,48.6311,56.2743,58.6524,87.9212
CG11892,15.2883,7.94643,36.9818,65.0879,83.2806,141.669
CG31098,67.7614,57.5726,42.641,19.8758,10.4645,6.88278
CG31102,2.48089,3.22179,4.97826,13.4205,20.065,28.2072
CG31288,22.7092,36.3336,30.4878,8.83975,1.89492,1.0314
CG31370,1.1799,1.70209,1.99598,3.52579,6.50742,10.4155
CG31436,3.35763,3.50197,3.0885,4.82974,9.31081,17.3538
CG10550,14.9918,27.6765,15.8936,33.2031,22.0357,17.8288
CG31087,23.3819,26.3892,22.7035,35.6993,9.87996,4.73144
CG10553,8.66096,14.2428,13.8087,1.32048,0.0293652,0.0921194
CG10560,24.9681,32.7691,33.4098,13.5229,1.74093,0.205359
CHKov1,10.7904,21.6316,16.4449,15.0382,21.5314,41.6148
CG11909,26.188,31.357,42.4055,10.8506,4.45038,2.19253
Fur1,16.8152,14.3814,18.2778,10.319,18.4213,17.9791
CG11910,36.6098,12.8949,5.60314,5.44263,5.63142,6.42398
CG31437,2.76459,69.5952,6.84111,0,0,0
MED28,11.9345,12.2799,8.33476,10.8046,14.3195,14.9565
XNP,17.8993,13.9675,12.0152,14.64,24.5665,27.4012
CG5116,11.567,13.24,10.7857,6.21403,5.51303,5.61686
CG5112,16.8624,48.8853,47.9843,37.1722,34.3442,39.2466
CG33494,1.02524,2.93008,5.24795,9.75692,10.7245,11.4329
CG4673,16.1784,29.7224,26.0157,32.7944,51.7788,58.3986
jigr1,21.4329,11.5218,10.0375,18.0815,20.2283,28.72
tankyrase,10.7751,11.5519,8.2057,6.2774,9.91197,10.4439
CG5053,4.66443,2.99717,3.19447,4.07231,7.85491,12.1291
CG5039,4.17654,3.3681,4.42143,12.9085,14.3905,17.455
CG4743,15.5487,17.6001,11.5738,6.15774,6.63917,6.81005
CG5028,234.36,182.591,166.58,95.4543,63.8163,45.7191
RpL27,1976.65,1993.53,1526.47,1266.54,1119.98,1181.08
CG4774,30.9399,28.0681,23.7623,27.773,28.1089,27.9801
LpR2,18.4272,9.66013,7.45839,5.35024,10.0262,13.2196
LpR1,27.65,10.4832,11.4412,7.53457,11.8809,9.82751
CG31093,0,0,0.032755,2.97565,6.96804,10.1354
CG5024,0,0,0,2.36083,7.36019,10.1592
And,0,0,0.0801746,6.19789,13.1235,19.5327
CG5886,11.8369,16.987,16.4807,15.6636,18.765,23.2983
Tsp96F,8.47969,6.50218,6.31943,3.40229,7.67445,22.1076
CG17370,9.0511,12.9455,7.01863,9.33247,20.6079,30.2618
Lnk,16.6079,9.09492,8.40656,9.34895,14.5589,15.4667
CG5913,10.6113,11.4451,11.4254,12.082,16.6384,18.1024
CG5959,0.333698,16.6495,2.85438,0.0322865,0.0757823,0.199126
CG42235,53.861,41.3347,47.1349,47.2086,55.9861,35.6583
CG14540,0.0251143,0,0.139266,5.83926,14.0048,18.8581
HLHmgamma,0.729705,0.681981,1.56985,5.79199,8.12009,10.2857
HLHmbeta,11.2189,11.2609,9.04736,14.4858,27.248,39.8632
malpha,0.336898,0.429984,0.421228,14.7408,34.7492,65.2141
m1,248.292,150.213,98.1749,263.044,169.013,76.6588
m2,2.90681,3.79771,1.34803,6.59809,16.4634,21.1082
HLHm3,4.42713,2.64948,1.73788,4.09895,7.61806,10.3665
m4,0.437394,0.198987,1.65252,9.25499,13.8117,17.7872
HLHm7,0.262857,0.127887,0.298998,3.8732,8.40384,13.0394
E(spl),0.315171,0.33456,0.896263,5.021,9.89985,17.1895
gro,26.7691,18.6689,15.5366,15.7119,28.7497,31.7809
exo84,6.33982,7.38625,6.7222,7.8313,10.9849,14.9071
CG14542,17.1958,18.345,19.0445,29.7595,40.9803,53.2481
Dak1,71.683,80.9285,71.7671,47.942,53.5744,58.972
CG14543,43.6948,26.4745,17.3155,8.65861,10.0558,12.7062
RpL34a,266.833,332.338,247.359,153.266,145.497,151.23
CG14544,15.9701,8.46258,4.91826,3.558,4.26705,5.72978
CG31324,9.15722,5.18942,3.45182,2.74167,5.51874,12.9124
CG31323,10.0622,5.79907,1.96548,3.47514,3.05368,5.21328
CG31086,263.927,307.228,168.529,158.968,32.0018,4.38381
CG6073,19.6301,11.5884,6.89515,3.70372,4.23048,4.81464
CG33970,5.25701,8.37289,12.0168,3.43106,7.40701,22.0327
CG34291,687.39,444.717,593.34,922.705,255.464,35.957
Hex-t2,0.00859322,0.037879,0.0721905,3.59478,8.67743,12.0584
CG5447,14.3785,13.4249,9.91108,11.7977,15.353,21.3386
CG5455,19.7671,11.9309,10.1216,6.84636,11.9937,18.7763
scrib,26.345,16.3399,16.1883,12.2141,22.5854,25.5969
CG31082,14.2522,9.14471,7.36444,6.38181,10.9308,12.6302
Tb,3.07592,362.888,153.088,0.00125779,0.177773,0.105803
TwdlM,9.26349,239.788,1046.4,5.2637,0.732822,0.0477304
TwdlP,91.7359,0,272.82,14.3005,0.561273,0.115837
TwdlB,4.89178,97.4808,317.855,1.82349,0.249467,0
TwdlL,4.3968,78.981,210.052,1.30132,0.433986,0.114642
TwdlO,174.922,0,1162.91,5.94146,0.973935,0.480349
TwdlK,0.250569,0,532.146,2.82167,0.119592,0.0234477
TwdlJ,0.39979,0,450.3,2.72425,0.215701,0.0211456
TwdlN,316.754,67.3553,526.377,4.57116,2.02778,0.224891
TwdlH,7.12089,221.687,761.799,0.429477,0.272464,0.016335
TwdlR,0.503373,34.8284,0,0,0,0
TwdlS,0,0,18.4404,0,0,0
TwdlD,4.75744,221.368,47.73,0.608669,1.66567,2.44728
TwdlQ,0.918128,106.731,17.7045,0,0.0226058,0.0177288
amon,19.1844,7.1412,2.68832,2.02141,3.34875,4.49973
CG5484,28.8407,45.1873,31.7347,23.3364,30.4436,32.5299
CG6420,10.3434,7.13257,6.61687,6.33185,10.1046,9.49515
CG14245,12.3715,8.03993,17.8797,2.25992,1.48931,1.4797
CG6403,394.95,338.12,151.382,212.765,97.1905,48.5342
Tl,14.3909,13.2259,8.33863,9.56195,14.1877,15.4251
Lerp,7.58106,7.03512,8.49931,68.084,111.27,124.86
ball,5.59667,6.72175,6.7532,13.0902,21.0721,21.1378
His2Av,107.824,129.962,69.6929,93.5119,128.175,137.922
BM-40-SPARC,412.41,418.415,601.604,172.221,115.898,72.174
Rb97D,9.65691,6.81032,6.50804,8.01215,15.4817,19.196
CG5500,6.21932,8.48819,8.13827,8.93957,10.9528,11.3772
sda,17.2062,11.3673,17.4521,12.8582,16.6716,15.4483
CG6330,86.4404,31.0858,65.7386,30.1464,13.3436,8.37332
Tsp97E,29.3261,20.4887,20.494,10.1273,20.3988,55.6616
CG14253,29.4468,14.3182,16.3025,12.2338,14.3428,42.0208
CG31075,121.922,116.965,311.049,444.486,580.643,442.736
CG31076,1.73747,1.98723,2.4635,44.1275,87.4581,95.5909
TwdlC,1.90064,50.1349,67.7245,0.658149,0.0935938,0.0122336
CG6296,32.7733,209.63,115.654,233.868,79.787,28.8655
CG6295,142.321,131.081,161.015,141.047,99.8423,33.9896
CG17191,12.3211,9.82976,20.9788,9.5026,15.6208,16.0213
CG6283,147.305,83.1771,460.003,217.875,464.15,369.833
CG6277,20.1453,2.11033,71.0521,117.167,267.526,296.68
CG6271,12.0818,0.831372,56.8088,37.622,97.5275,97.9792
TwdlT,0.81849,84.1403,43.3926,0.186996,0.686627,1.6866
spz,7.17907,9.00355,12.5229,7.91303,8.57709,10.9067
CG14257,0.837895,35.0111,9.96203,0.50554,1.44045,2.57099
Cpr97Ea,2.76272,7.3366,12.0066,4.12811,2.62871,3.9797
Cpr97Eb,4.73437,0.355449,16.2549,4.68613,2.09271,1.07675
CG14258,0.0434554,0.0576609,11.9374,190.523,97.919,16.705
CG6074,49.2782,19.5522,43.0981,27.9211,8.12115,1.52243
gb,12.3032,7.58314,14.8924,16.6911,16.511,18.4449
CG6051,10.8101,9.34174,10.6488,9.42019,22.097,41.7025
Mdh,147.478,85.7206,97.7156,57.0904,46.3638,28.5942
grass,19.8444,7.59265,22.0874,23.4475,22.8063,21.1071
CG34293,6.29187,11.3676,10.8054,20.701,14.6946,18.4518
Ser,5.10148,5.81965,3.6885,4.37375,10.2996,12.5267
CG31063,56.3947,47.7956,46.284,33.463,22.884,18.8331
CG31064,13.9856,9.19095,6.52086,8.11804,11.3131,12.4866
CG17991,0.0804138,0.0538074,0.0914691,3.10278,8.52279,11.0054
CG18766,18.489,9.9404,8.48643,14.1486,20.1611,26.813
CG5987,0.778403,0.545366,1.10208,5.36844,12.307,14.4481
pll,7.94026,6.73589,7.296,7.67949,12.1203,13.9768
TfIIA-L,46.4338,33.7232,37.5551,41.7662,56.1788,66.274
woc,29.5743,25.2854,19.7312,18.4699,28.4047,29.4046
l(3)mbt,16.9579,10.0822,8.95295,6.61471,10.3482,11.3478
CG5934,15.1761,14.5222,10.8498,13.7744,17.9478,22.6487
CG5938,11.3471,9.91796,10.2173,16.6052,26.3609,49.9414
mrt,30.0908,13.8158,14.5669,13.4282,16.8478,14.1221
CG3368,13.6172,11.2324,9.49797,8.08235,9.7525,9.81486
bigmax,36.964,21.6806,20.3792,33.7667,36.7883,29.3645
Hmu,51.8854,127.143,84.1909,81.7671,98.4504,116.331
CG3348,149.046,158.537,144.452,105.936,148.419,49.3885
CG3330,0,0,0.338766,8.27215,18.3889,26.0787
Cyp6a18,3.14926,2.90381,10.6912,14.1361,11.7924,7.81873
CG5402,0.795577,1.47263,22.5336,2.80892,2.00536,0.701676
Klp98A,9.47846,7.12771,6.10014,7.48966,16.3715,22.0259
wdb,33.3042,31.0176,27.2671,19.2429,33.0149,34.093
raps,11.4173,9.26944,6.59628,7.86822,14.8223,20.3331
CG5639,2.82521,37.4198,13.2382,5.01641,4.26011,3.11719
dsd,9.52978,10.0409,5.93016,4.51448,9.10341,12.2579
CG5612,4.088,6.86116,9.55646,9.37932,12.6089,23.5213
Mtl,11.6185,13.5109,10.9747,10.8148,18.6903,37.0094
tau,21.229,10.909,5.8634,6.57929,11.3121,12.0836
Mlc1,1353.85,1770.06,2236.77,1760.12,791.935,283.373
CG18437,13.3549,4.43626,1.53559,0.661326,0.942815,0.515356
CG5590,86.2804,113.986,113.313,104.187,88.961,79.8458
CG12883,5.84047,6.92493,13.7848,9.75401,6.56765,6.48898
Sce,12.9715,10.4549,7.73653,8.57532,12.4268,13.5923
CG31055,0.0714624,0.0326538,0.155945,3.34017,8.10805,10.2266
CG12880,2.68751,1.44563,1.00069,8.30693,19.1131,34.8807
ALiX,34.2311,32.4177,38.0344,39.2637,49.5061,56.1254
btz,14.6935,17.4984,14.1162,10.5418,17.3418,15.0839
CG12428,11.2528,10.1404,8.75741,36.8854,35.1581,22.3506
CG34353,21.0364,5.09108,1.45722,1.0117,2.25625,3.00301
CG5017,0.0141842,0.0277722,0.626971,11.5757,25.5004,32.8649
CG5003,8.38397,7.78791,7.41792,9.63235,12.6221,14.3644
mRpS22,93.0625,86.8669,68.7257,29.1391,26.8648,26.8775
CG12259,11.4422,10.4609,6.73756,7.5963,10.6027,11.9672
CG4980,11.7377,13.7129,11.6012,12.3193,16.7568,15.1423
RpL4,3580.77,2620.53,2255.01,1580.87,1625.04,1466.97
CG5508,36.842,37.7709,42.3016,35.8522,37.2599,62.0015
Mes-4,7.61993,6.55333,5.55348,6.44823,10.1394,11.037
CG5514,13.4955,8.72796,8.52637,10.7779,16.4499,16.9002
Gp93,195.531,314.33,275.106,158.854,192.157,191.686
CG4951,6.1138,10.0974,6.73017,8.98614,11.098,12.0925
CG5527,13.6786,14.7408,21.3408,2.66241,1.28978,0.384661
CG4884,18.0852,17.7838,11.6248,9.18101,9.14434,12.214
betaTub97EF,268.665,218.983,134.089,33.6337,13.755,7.92901
CG34362,13.4804,5.00058,1.48816,0.892078,2.97434,3.52699
CG34436,0.226596,0.940667,1.43604,15.4989,14.888,9.25418
Mst98Ca,0.0107741,0,0.477962,13.6386,30.9011,41.6402
Mst98Cb,0,0.0107201,0.620315,10.0647,19.6542,25.6844
CG17856,0,0,0.055554,5.11267,9.74274,11.2771
larp,70.6055,36.5065,53.2702,14.4048,26.1239,18.6452
Gfat2,59.6159,56.9155,51.2742,47.0534,46.9348,40.2754
Moca-cyp,25.6599,20.7043,16.1514,15.2351,21.0175,23.1747
beat-VI,13.7412,3.73939,1.10172,0.719393,1.66125,2.44259
Ppn,100.754,75.7525,87.367,25.3721,23.8979,27.3956
fkh,15.023,9.13124,9.31167,5.79265,14.4969,16.8463
Noa36,39.2809,33.9766,28.4024,24.4806,25.3405,30.3545
Hrb98DE,128.876,98.6354,92.2688,68.6693,145.763,160.302
CG14062,0,0,0,0,0.767038,21.1228
CG33346,3.70E-09,5.00E-06,0.303017,0.328492,3.80725,11.5422
CG9989,5.54526,3.11287,4.84587,9.9155,41.1823,108.789
CG9990,16.284,40.5323,29.7281,8.44446,11.4182,12.9084
AR-2,15.0786,5.87861,3.34847,5.07934,11.1291,16.8705
wdn,11.6943,7.12606,6.29529,6.62257,9.96312,10.0673
CG1646,32.3105,25.1921,20.5391,19.9037,29.2729,31.9124
CG1523,9.48046,8.58662,8.08157,8.33066,10.4164,12.7008
WASp,19.821,25.2501,18.1196,13.9429,23.5754,24.4141
Apc,11.5465,6.51433,6.07957,4.01268,8.69614,9.55171
inx3,33.7009,43.5392,36.3615,48.5661,92.9352,131.854
CG14529,7.59152,7.33749,16.5651,1.9972,0.449693,0.336271
CG14528,13.4083,14.3534,21.5453,15.2709,9.84442,6.37126
CG14523,14.1665,9.76685,10.6526,4.5782,3.15491,5.29304
CG14527,5.72793,8.11069,14.369,4.74463,1.94623,0.3567
CG14526,6.46331,18.5628,38.7296,39.1254,60.6806,89.5686
Doa,41.6043,32.1578,38.1503,27.4128,56.0543,139.116
CG1443,9.88788,34.8694,24.429,11.9404,28.7427,45.5075
CG1951,7.25654,5.42065,4.84501,6.95034,9.37879,12.3924
beta4GalNAcTB,12.4212,12.6031,12.8713,14.9673,13.7853,15.046
Slu7,8.51725,9.44868,5.97281,7.33352,8.76891,10.0598
Pkc98E,27.3527,13.0009,7.95233,7.01877,17.3291,20.6159
CG11837,33.5483,16.0018,8.71489,5.54965,5.38822,6.74173
cul-5,5.75834,5.35549,6.17096,10.2878,25.7254,55.7471
CG11873,11.3349,5.94058,5.06434,3.76954,14.0694,14.7271
CG11874,9.82803,9.18859,8.6414,7.46508,10.6377,13.6631
CG11876,367.598,351.609,348.256,139.953,99.2388,73.1715
CG11877,9.66999,7.73608,8.27669,8.86818,13.4279,14.815
CG11880,13.4894,15.6918,17.7908,18.1526,39.1742,144.197
Vha100-1,32.8731,31.5343,24.4121,30.1611,43.1559,46.1729
CG14516,17.7247,10.9835,6.63226,4.3174,4.88589,5.34971
CG14511,3.56577,12.1767,4.32775,3.52764,4.19865,3.97222
CG11882,1.7485,3.28011,3.29505,8.37947,15.7267,24.1914
Pglym78,345.633,383.932,364.657,336.216,181.675,74.2143
ligatin,16.975,14.5913,13.1248,9.70443,10.0301,10.8993
Slbp,14.2401,10.4515,7.02749,9.7687,12.1247,13.9463
Rpn2,39.9117,81.8794,61.2327,86.3301,166.013,221.886
CG14509,23.4019,7.05131,1.83279,0.823404,1.57943,2.17191
CG11899,24.7949,55.8154,39.6587,19.4918,69.8482,160.155
Ef1gamma,1309.51,1656.85,1421.94,1162.46,1132.01,1117.72
CG1458,83.6607,94.5328,114.091,80.1978,70.9613,63.1252
Brd8,6.49694,5.96844,4.92512,6.08085,9.67829,10.4082
CG15817,10.5984,8.79338,6.5854,5.39603,10.2193,10.7922
SP1029,23.7916,75.6803,33.0551,8.50436,37.1921,147.475
stg,2.4181,1.73827,3.7707,7.59701,12.3449,13.593
Cnx99A,81.0145,117.122,77.448,59.6037,87.3692,99.3407
Ptp99A,17.5174,7.18042,5.99031,4.22214,11.8493,18.7895
Spase12,78.7521,187.026,102.828,132.63,119.389,115.78
CG2310,23.2796,11.3301,9.98221,19.2804,27.727,26.6793
CG2010,27.814,25.1364,44.4553,11.915,4.96489,1.6752
Trc8,13.565,14.4303,17.0262,20.5941,39.0349,43.0014
CG7567,92.3514,193.797,196.77,328.591,336.613,280.16
CG11470,40.6929,78.1091,87.0996,111.141,130.287,106.982
CG31041,12.0878,30.6417,16.8292,62.9857,17.0357,3.42094
