Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
Mtl,12.6839,13.9753,11.6092,11.2894,20.3058,37.1727
tau,23.8788,12.126,6.66671,7.33776,12.7266,13.5202
Mlc1,1274.99,1668.67,2531.54,1795.18,808.779,265.947
CG18437,13.1273,4.34509,1.49911,0.64335,0.917977,0.496973
CG5590,86.2804,113.986,113.313,104.187,88.961,79.8458
CG12883,6.6412,7.83739,15.6936,11.1596,7.58944,7.73948
Sce,14.7804,11.7453,8.58883,9.4749,14.0235,15.1027
CG31055,0.0713005,0.0325548,0.15244,3.28096,8.10373,10.4289
CG12880,2.7458,1.477,1.02614,8.52309,19.4966,35.3334
ALiX,33.2081,31.4416,36.9282,38.0909,48.0658,54.4324
btz,14.3876,17.1512,13.6971,10.2489,16.8183,14.7938
CG12428,11.3451,10.2218,8.85107,37.2495,35.5922,22.49
CG34353,19.8807,4.50969,1.29336,0.842648,2.08438,2.75802
CG5017,0.0130961,0.0312791,0.62748,12.1753,27.0199,34.5048
CG5003,8.7013,8.08277,7.70029,9.98936,13.0975,14.9096
mRpS22,93.2888,87.0929,68.8862,29.1407,27.0603,27.1717
CG12259,11.4422,10.4609,6.73756,7.5963,10.6027,11.9672
CG4980,11.9313,14.147,12.234,12.8615,17.5183,15.5834
RpL4,3321.8,2431.62,2093.2,1466.79,1507.99,1361.22
CG5508,37.2814,38.3344,42.4309,36.0081,37.3991,61.761
Mes-4,7.91473,6.70097,5.66809,6.71575,10.6317,11.397
CG5514,13.3783,8.7186,8.53701,10.6299,16.4599,16.6729
Gp93,196.358,315.785,276.324,159.558,192.976,192.492
CG4951,7.27064,11.6123,8.01324,10.5754,12.861,13.9185
CG5527,14.2547,15.3149,22.2047,2.7793,1.3464,0.40155
CG4884,16.3212,16.2614,10.653,8.70422,8.44863,11.2071
CG4849,13.676,13.8425,9.6543,8.50618,11.4348,12.6296
betaTub97EF,227.186,189.031,112.86,29.0486,11.8856,6.80536
CG34362,11.4136,2.89515,1.27718,0.497316,2.27987,2.17115
CG34436,0.227624,0.9758,1.49377,16.2542,15.4541,9.56392
Mst98Ca,0.0107741,0,0.477962,13.6386,30.9011,41.6402
Mst98Cb,0,0.0107201,0.620315,10.0647,19.6542,25.6844
CG17856,0,0,0.0728214,4.85137,10.5924,10.7474
larp,44.9772,24.382,34.9289,10.0924,17.5019,14.3954
Gfat2,64.8633,61.8831,55.7348,51.1793,51.0183,43.7018
Moca-cyp,26.0031,20.8951,16.2945,15.3259,21.1528,23.3828
beat-VI,14.1776,3.46215,1.05998,0.573185,1.61755,2.20426
Ppn,107.273,79.5522,91.8601,26.6776,24.6562,28.3632
fkh,15.0246,9.12943,9.31196,5.79392,14.495,16.8391
Noa36,43.4396,37.5342,31.3753,26.9928,27.9331,33.5625
Hrb98DE,124.053,97.6746,92.1357,68.7439,143.23,154.856
CG14062,0,0,0,0,0.828739,22.7924
CG33346,0,0.0596181,0.191655,0.709339,3.83319,13.6873
CG9989,6.1753,3.44824,5.23723,10.9281,45.5233,120.817
CG9990,15.5807,37.8792,27.7044,7.89186,10.9005,12.4198
AR-2,15.8061,6.22163,3.79676,5.47491,12.0398,17.5525
wdn,11.8371,7.21291,6.37195,6.70272,10.059,10.174
CG1646,30.7289,23.2956,20.1833,19.6018,28.6589,30.1761
CG1523,10.3451,9.3147,8.78462,9.09031,11.3065,13.781
WASp,20.4148,25.8812,18.6125,14.5211,24.6031,25.0644
Apc,11.6403,6.57591,6.14925,4.05811,8.78408,9.64039
inx3,36.949,48.575,38.8502,52.8406,102.661,150.782
CG14529,7.43648,7.18157,16.1565,1.93141,0.43488,0.332531
CG14528,13.4083,14.3534,21.5453,15.2709,9.84442,6.37126
CG14523,14.1665,9.76685,10.6526,4.5782,3.15491,5.29304
CG14527,5.72793,8.11069,14.369,4.74463,1.94623,0.3567
CG14526,6.38378,18.264,38.1177,38.7104,59.721,88.5437
Doa,42.6596,31.6097,38.3393,25.3752,56.628,140.173
CG1443,10.834,37.7801,26.4693,12.9789,31.1261,49.6119
CG1951,7.26097,5.42393,4.84788,6.95442,9.37749,12.3944
beta4GalNAcTB,12.1953,12.4115,12.5641,14.5674,13.5145,14.5802
Slu7,9.04961,9.98576,6.39193,7.73288,9.35284,10.6872
Pkc98E,26.1997,11.7726,7.87737,6.54066,17.3564,18.5894
CG11837,38.7254,18.3196,10.0127,6.41918,6.21195,7.71765
cul-5,5.82025,5.40439,6.23721,10.3899,25.9884,56.2606
CG11873,11.2455,5.88771,5.08038,3.74105,13.8704,14.5744
CG11874,10.2181,9.43846,8.82439,7.63263,10.8611,13.7455
CG11876,390.672,371.948,366.631,146.675,103.875,76.5192
CG11877,10.128,8.10863,8.67538,9.28591,14.0627,15.5285
CG11880,13.2387,15.3857,17.5378,17.7521,38.8798,144.814
Vha100-1,33.3973,29.1072,24.3664,28.5949,40.0383,44.5658
CG14516,17.5009,10.9207,6.5705,4.21866,4.88255,5.34895
CG14511,4.04014,13.7026,4.77239,3.67028,4.68297,4.10473
CG11882,2.08013,3.63834,3.76431,9.44491,18.1131,27.4521
Pglym78,376.861,419.152,397.524,367.406,198.599,81.1755
ligatin,17.7467,15.2291,13.7966,10.1252,10.4821,11.3492
Slbp,17.8354,13.0639,8.63834,12.017,15.1284,16.9449
Rpn2,41.3246,84.7778,63.4002,89.3787,171.877,229.725
CG14509,26.1475,7.03929,2.24844,0.845072,1.94691,2.62542
CG14515,0.702955,12.8346,4.078,0.443917,0.363466,1.08319
CG11899,27.3658,61.8483,43.9039,21.5537,77.2223,177.152
Ef1gamma,1292.33,1634.52,1404.79,1147.08,1118.4,1102.98
CG1458,97.3015,109.94,132.381,93.2666,82.5504,73.1144
Brd8,6.50534,5.99055,4.93577,6.08935,9.68755,10.4045
CG15817,10.1642,8.50132,6.45396,5.22507,9.88355,10.6161
SP1029,24.4735,77.6567,33.9763,8.6618,38.3654,151.312
stg,2.56546,1.8442,3.98447,8.04381,13.0681,14.3871
Cnx99A,86.6766,113.211,83.2632,63.5561,93.4412,96.4653
Ptp99A,17.4206,7.66335,5.95769,4.69729,13.003,20.3867
Spase12,91.2278,216.737,119.213,153.956,138.298,134.065
CG2310,26.1494,12.543,11.1733,20.8913,30.5809,29.3835
CG2010,27.9828,25.3732,44.8871,12.0574,5.01096,1.71904
Trc8,14.2719,14.9951,17.724,21.5459,40.5534,45.0885
CG7567,123.379,258.837,262.895,438.959,449.784,374.285
CG11470,40.6184,77.7088,86.2735,110.756,129.536,106.415
CG31041,16.8758,43.4668,22.0921,87.9102,23.2113,4.93014
alph,59.8796,61.8953,45.3654,40.4929,64.5095,76.7507
CG1907,115.303,127.953,151.808,91.9377,37.737,23.014
Obp99a,201.283,163.742,264.278,198.721,197.673,137.782
Bub3,20.7752,21.5453,18.2348,33.1923,38.3183,48.4834
CG7582,11.3987,5.96214,9.11798,6.03727,5.8367,6.77504
Gycalpha99B,21.9767,8.12732,2.85022,1.84614,1.98718,1.90334
Obp99c,271.927,394.332,947.675,635.559,500.287,354.186
Obp99b,0,0.244647,144.798,18728.1,16131.3,8680.69
CG15506,1.58172,11.0388,3.13248,0.848306,1.27225,5.69327
CG34296,0,0.0256559,0.164953,2.22004,30.6419,108.905
Pcd,87.4185,46.8385,96.8566,109.692,125.677,113.326
CG7593,7.69933,10.5232,6.51906,8.14518,7.9429,11.5314
CG18731,6.69372,14.2047,9.67339,12.2259,12.6001,17.9957
Kul,9.70937,9.02164,6.55449,4.66766,15.6924,36.3421
CG7601,12.6532,12.1143,10.3334,10.2256,11.3905,14.2745
CG7598,31.2791,30.5179,27.3066,19.9856,19.4716,17.8298
CG1969,46.1788,65.4813,100.851,67.7331,63.2647,66.0052
CG1972,16.8551,20.0779,17.1638,16.6315,21.0826,22.1115
ATPsyn-gamma,864.991,852.914,803.434,398.894,208.431,162.852
kay,30.9762,26.2407,36.111,27.1189,49.9995,56.1157
CG12068,1.32306,1.05334,1.21369,27.9461,44.7048,34.232
Ice,5.55658,5.6346,9.86061,28.2371,47.135,57.8856
CG7834,172.402,254.265,281.32,155.105,113.92,101.037
CG7789,19.742,32.6094,19.9221,16.3838,16.8332,15.651
ncd,2.83978,4.0113,4.88833,10.5369,14.8484,14.8101
CG7802,8.34595,160.933,21.1879,3.96173,11.7631,27.1494
CG31033,12.8334,12.1619,12.3287,16.7739,20.167,20.6066
CG15510,0.0135927,0,0.115962,4.28409,9.25608,11.5584
Cad99C,12.9,19.6105,20.0233,8.36625,14.6111,15.7716
dgt1,13.2912,9.06131,7.08778,8.6915,12.0973,12.9696
CG15514,15.6989,13.1661,10.1784,12.0108,15.7734,18.2715
RpS8,4766.98,3890.93,3254.76,2632.27,2504.68,2428.98
CG7816,17.0096,13.8843,17.6375,47.1301,101.425,135.496
CG34133,9.29217,9.65518,7.44897,7.27374,13.073,16.7529
CG31038,12.3603,21.8897,16.4149,10.6522,17.0081,17.5662
CG15515,178.41,26.9842,377.736,62.0245,3.4554,0.602204
Jon99Ciii,459.323,840.437,672.966,2232.74,1322.12,516.828
Jon99Cii,258.108,427.591,833.787,1242.77,1018.3,210.02
Jon99Ci,334.11,238.365,194.012,135.319,79.5522,37.3603
eIF2B-alpha,24.9382,28.0722,20.0101,16.5978,15.1782,20.3788
CG7896,8.46588,25.755,9.13584,6.26454,8.58039,9.75456
Acph-1,8.02637,11.4124,13.488,18.2126,22.7071,31.3984
CG7903,11,10.9736,8.09049,9.96843,13.6978,15.2148
CG15525,9.19038,9.51246,7.0716,10.8809,13.0094,22.2303
CG11504,10.4609,6.65217,5.9253,7.43528,10.3927,11.2048
Tace,10.4133,4.07907,1.37666,2.27817,3.44676,5.1579
CG7911,234.171,221.931,137.587,100.523,109.252,143.505
Nlp,168.193,242.587,160.175,131.356,158.386,205.045
CG7920,545.228,413.568,567.594,337.624,151.795,84.8096
Mgat2,10.4975,4.48713,3.78535,5.16399,7.66512,12.0561
Axn,10.5464,8.31925,6.28045,7.82968,15.2554,19.0625
ocn,0,0,0.936574,20.4831,42.3241,67.0259
janB,2.03E-05,0.0195963,0.142893,5.25707,10.7386,22.0061
janA,17.3986,40.8302,32.1217,40.0561,45.9649,63.7664
Sry-beta,8.69387,6.52784,6.31812,7.56584,9.75744,11.0658
Sry-delta,26.1483,18.7204,14.5605,13.9465,17.9708,19.8486
RpL32,4899.38,3561.33,2904.89,2431.38,2244.49,2139.46
CG7943,30.6946,29.0651,25.5827,11.9444,9.29976,10.8038
CG7946,12.6837,14.6007,9.61331,12.2302,17.9729,22.9442
spn-A,7.5656,6.05127,4.69275,6.08627,8.8335,10.6338
CG7950,56.1138,48.2614,28.8293,3.00188,12.6233,4.909
sima,45.5692,39.2267,36.9312,17.7314,29.6603,34.2613
CG31025,0.00400495,0.00319108,0.361855,9.30013,25.3359,29.3078
Tpi,606.405,665.784,850.165,845.704,452.928,200.21
CG15529,11.8263,1.36374,5.89993,3.03034,1.84723,1.60432
CG11498,2.02218,11.2166,1.38952,0.473393,0.628634,0.734866
CG31030,53.0046,19.9898,5.74642,5.65355,7.31418,8.33904
Mlc2,1966.64,1934.92,3275.96,2853.14,1306.16,325.047
CG1983,15.5901,16.1764,14.8391,11.9162,11.6717,12.257
CG9747,51.2401,193.108,40.875,6.62907,7.43198,6.27569
CG15531,10.0817,17.0245,17.141,20.7504,23.8579,29.6633
CG9743,115.163,89.9392,53.8267,23.7249,8.98271,10.7844
RpS7,3668.61,3096.4,2397.83,1966.04,1791.15,1800.2
snoRNA:Psi28S-2626,860.917,0,982.416,354.76,294.289,357.657
CecC,0,0.118617,1.01685,11.2263,7.27989,1.9031
CG9682,65.6629,62.8477,53.1515,147.042,153.9,78.4189
Fer1HCH,503.226,500.257,486.961,819.367,755.448,725.621
Fer2LCH,508.615,543.005,461.905,803.326,742.841,736.011
mRpS18C,42.0716,50.8765,32.5083,9.98426,12.9363,14.2695
CG2218,12.1349,9.48731,9.76045,17.8052,26.6981,32.8815
CG15533,83.335,85.0722,41.5756,14.8591,1.79648,0.316608
CG15534,22.9736,74.6682,26.9419,63.3639,8.13358,0.628217
aralar1,57.2876,56.7464,72.6117,40.2428,32.0212,41.0453
CG2224,8.99717,7.08311,7.13352,9.1015,14.9159,16.4889
CDase,30.6641,26.5109,18.0828,29.6409,18.3846,17.5446
PH4alphaEFB,18.1967,27.5153,38.7392,19.4306,20.8576,27.2628
Jon99Fii,858.173,1234.93,791.007,926.496,657.321,246.102
Jon99Fi,959.852,1312.05,799.913,1484.03,1029.22,408.632
PH4alphaMP,2.4529,4.58437,3.87486,14.7268,18.0994,11.6612
PH4alphaNE1,13.5236,1.46119,31.0457,2.16277,0.204324,0.0427314
jdp,26.6762,17.4078,12.3195,13.4717,14.3998,10.551
tmod,62.3749,57.6238,52.5245,44.7281,70.2694,118.57
CG9702,23.917,12.2345,26.0513,17.442,10.1336,7.49583
CG9717,17.242,27.7992,10.6939,13.6401,9.84057,12.3642
CG2246,69.5886,41.5249,34.5642,35.9787,39.7679,42.5622
CG2267,0.0247959,0.019741,0.169231,6.66203,16.526,24.1718
PH4alphaPV,7.07081,8.65783,11.4243,14.8897,6.5397,2.8016
CG1342,7.24762,199.391,18.5072,0.570138,9.10086,55.3
CG1340,0,0,0.117697,3.93371,11.449,12.8484
CG11313,1.43016,4.01077,15.2128,93.9985,60.6167,26.5047
zfh1,10.6194,4.10245,3.75159,2.1923,9.17145,10.2508
wts,9.1742,6.46711,6.9109,5.57211,10.9081,13.2886
dj-1beta,40.9638,77.5402,84.5749,78.9652,65.3824,59.6021
CG31012,23.9427,19.8478,17.554,18.953,31.7944,38.6274
Cpr100A,42.5421,14.706,79.7074,14.9299,8.15187,2.7978
CG12071,15.2492,4.64206,2.27802,2.38288,4.68567,6.41565
CG15547,2.83584,1.39286,2.05114,7.38826,15.0421,21.2991
Sap-r,70.0685,94.0821,133.732,360.142,734.025,1095.19
Cyp4c3,20.7088,13.7333,47.8215,3.96291,2.45238,2.4741
Ptx1,18.1591,9.97379,6.56778,7.24561,8.94965,8.29166
CG31007,0,0,0.203054,4.78244,12.645,11.6301
CanA1,8.1438,9.61031,11.8664,8.96227,10.5594,9.43589
Aph-4,83.4077,80.617,89.2388,17.6759,18.5683,31.9354
l(3)03670,166.786,181.143,168.029,101.046,65.5753,56.1688
dco,28.3098,24.5403,20.591,16.4797,29.7348,50.3247
CG11317,12.4729,3.87551,1.19821,1.51184,2.61186,3.30069
CG15553,1.01523,0.585563,0.995789,8.28956,11.4729,8.0335
CG15554,20.1481,3.05401,19.3603,1.01879,0.0556103,0.109032
CG31004,85.9476,64.4616,37.1478,39.5672,39.832,39.1149
CG1544,66.513,43.4362,45.1215,18.4621,12.2246,7.37817
CG1542,89.7891,44.3616,23.71,14.3793,16.82,18.5259
CG15561,14.0532,7.96791,4.76447,2.35967,3.62302,4.15889
CG1746,2663.98,2731.29,2720.71,957.927,516.144,478.225
CG12054,23.8827,14.0208,13.8338,11.0461,22.5913,18.1732
CG31005,17.3241,69.9868,23.6777,2.76893,2.41784,2.18335
mRpL32,32.5856,49.7966,28.0638,10.0357,7.89948,11.0122
CG1750,5.99218,10.019,8.51588,2.92223,3.06604,3.33783
spn-F,7.86403,8.83102,6.56622,14.4255,20.2136,30.1009
CG34347,7.88382,2.8976,1.76589,1.534,6.43344,10.2018
gskt,0.00806994,0.032124,0.0413078,3.86383,9.70129,11.2996
CG1607,42.7152,30.9878,21.3562,16.746,35.4322,93.9824
CG11337,19.0624,16.1425,11.7701,4.21485,5.51365,5.7389
Gprk2,14.8654,8.71721,8.40736,8.68462,16.3248,21.7129
CG11334,85.8264,82.0518,71.3425,47.8732,31.3873,24.0928
CG12063,7.62583,24.2376,2.38677,0.642452,2.76161,8.73029
CG1499,2.27794,47.0461,5.438,1.58172,4.89917,10.2818
gammaCop,43.2272,66.4968,47.4117,41.4023,45.1178,43.2582
CG1635,26.9042,36.2025,22.8578,11.8709,9.97397,8.35114
CG1774,26.8052,56.6044,27.1852,4.56277,4.84822,4.58081
RpL6,2744.11,2549.12,1832.15,1514.13,1458.4,1579.48
CycG,389.96,328.636,298.146,198.164,314.54,298.604
Med,13.0934,8.55085,8.96147,8.4632,15.0916,15.7194
CG1815,8.71295,6.46673,5.6164,7.20087,13.9052,16.9935
ttk,22.0649,19.9361,12.6004,8.95317,19.7983,28.9166
CstF-50,12.6695,11.8085,9.41848,8.12559,10.1583,10.9132
CG11563,48.7055,25.956,16.7288,7.64134,8.66414,11.7586
Ef1alpha100E,9.14749,13.6118,7.51906,21.3924,46.3449,69.529
CG1890,17.0499,29.654,30.4427,43.688,48.7237,59.3083
CG1896,4.24058,7.30164,7.79649,8.31439,8.04863,10.0042
awd,977.658,1371.28,1267.21,698.12,670.839,655.734
CG1910,38.0471,40.4937,32.2234,34.1177,51.7582,53.0479
l(3)s1921,62.4232,38.3649,27.4222,19.5535,21.8956,21.4969
CG2187,27.1199,11.9961,21.9094,9.09671,1.13719,0.337822
Smvt,75.3436,44.4481,39.3672,13.3726,1.20558,0.3337
CG2150,1.10878,86.058,54.5695,0.254618,0.0573302,0.254782
CG2135,6.14192,10.3699,7.78766,9.62488,12.3686,13.8845
sip3,23.8984,31.5467,28.3347,28.8375,36.2568,36.1661
CG2126,6.12977,5.73082,3.97245,5.24952,8.84531,11.6438
CG2118,37.2218,37.4022,45.6491,17.1063,14.0847,15.8367
Acf1,11.2055,5.91067,4.678,6.67631,10.7683,13.7127
CG11576,25.3048,21.2836,11.9165,13.1844,11.5138,14.3975
ferrochelatase,44.5022,53.4554,42.2569,24.2927,24.9861,25.6326
RhoGAP100F,12.0125,4.12398,1.29592,0.498063,1.77953,2.01223
heph,26.8788,15.6671,13.6972,28.9053,72.569,83.8025
CG2003,18.8801,13.7857,9.49422,6.62543,9.74365,17.0417
krz,12.4944,10.9852,9.75373,8.22601,14.1106,16.5679
mod,201.148,145.107,95.0326,39.5709,45.1433,62.3576
Map205,13.803,21.3228,21.2747,19.0001,40.1399,47.6557
CG41099,12.9099,14.9288,10.5722,11.0183,15.0893,26.5074
CG41128,22.594,70.3367,42.1699,33.3541,25.2481,30.4027
CG40451,54.3339,85.7072,74.2559,60.3338,65.4011,101.501
Alg-2,30.4388,40.5591,37.0243,42.7958,48.9307,83.0078
Gfat1,91.6258,109.075,177.089,84.9682,66.9077,60.2459
CG40198,95.1688,20.1415,297.462,14.479,1.33562,0.799885
ci,6.26579,5.19444,5.74801,7.90787,16.4952,26.8728
RpS3A,1732.71,2341.34,1899.47,1556.29,1491.52,1861.86
pan,7.21929,5.83405,6.05764,3.11573,9.31169,14.2587
Ank,31.6862,30.9735,26.9535,25.2311,45.57,67.1046
CG32000,23.809,26.6026,18.5967,15.9303,25.8543,42.277
CG31997,41.9227,135.048,110.069,78.3584,82.9311,84.6847
CG33978,4.60689,11.2949,8.51987,2.84297,6.13719,8.33914
CG2219,10.0662,13.8223,8.75114,10.8386,15.34,32.0933
CG2316,28.1939,47.0019,24.3787,30.3571,35.7543,55.6761
CG31998,8.87878,8.34083,6.3455,6.12941,15.4725,28.0328
Crk,12.9472,17.872,14.8156,18.2469,24.0913,45.8956
CG31999,14.3596,11.1862,10.0179,17.3052,25.21,36.7698
yellow-h,4.73248,19.0054,5.36151,1.57437,1.8906,2.4905
CG1674,67.932,102.426,139.367,122.817,80.4317,63.3207
dpr7,14.4126,8.19208,3.11058,3.93576,6.04458,11.1683
Rad23,35.8418,52.4846,41.9087,54.9501,82.7562,144.269
CG2177,12.0778,16.083,12.0482,13.3775,18.0565,32.8599
CG32850,4.37097,3.99839,2.81008,4.29247,5.74073,11.4117
Hcf,10.6318,9.60903,8.23056,9.09601,15.9344,23.9304
lgs,10.4495,9.42706,9.15894,11.3512,18.799,26.2832
CaMKI,23.0625,25.2673,39.4638,57.8117,72.1953,94.1364
bip2,9.86827,9.91484,7.99884,10.0542,15.3369,25.3234
Asator,10.7209,7.23595,5.75957,3.96518,6.69743,9.5357
zfh2,7.06365,3.92262,2.38407,1.81303,7.33965,11.5421
Thd1,14.317,12.5485,11.1406,8.67678,16.9741,21.9949
Pur-alpha,9.35868,9.59521,10.1443,8.1241,13.2564,23.6473
CG1970,187.455,210.38,183.595,94.3039,60.7538,66.6986
Ephrin,9.8431,9.41011,8.40689,8.7727,20.3164,37.7876
CG1909,11.5329,4.93592,2.27817,1.95723,1.63312,2.27599
Eph,9.46109,9.3182,7.53289,9.09348,17.004,31.9368
mav,9.43202,7.75973,7.35803,9.28616,14.5134,23.5891
CG1732,38.9493,19.2728,3.50811,3.88405,5.06405,3.68204
gw,50.4459,37.1367,36.9834,37.7515,66.0518,90.2188
Slip1,10.085,10.0994,7.15759,9.56383,16.4471,26.0789
CG11360,11.7812,8.20908,5.16766,3.45794,14.8857,22.6944
myoglianin,5.79577,7.30431,9.2705,9.64181,15.0967,26.3074
bt,36.1932,53.5209,95.5978,29.4148,35.6353,22.7922
MED26,8.96584,9.79885,7.37789,5.89046,12.6348,22.0131
CG11148,30.8262,25.2953,20.6112,16.8816,25.9929,34.5191
unc-13,11.1129,6.03364,2.38414,2.98322,9.61209,17.6397
CG32021,4.1566,2.26683,3.58155,4.29529,9.09107,10.8463
eIF4G,61.2135,85.2215,70.1297,33.0121,49.7829,69.6446
CG32016,13.0001,12.9391,11.3715,15.2693,22.0085,40.4944
plexA,9.74336,16.5253,10.6513,11.7624,30.7747,60.5843
CG11077,18.8412,24.4171,21.539,20.1189,15.9443,19.1514
CG11076,97.828,73.1134,48.397,17.1737,21.4207,27.7921
ATPsyn-beta,2437.85,2569.55,2477.67,1212.59,605.71,467.111
CaMKII,45.5568,39.4316,24.2956,28.747,36.2283,46.4289
Zyx102EF,10.3615,12.9091,9.85144,12.2882,17.3733,30.9062
Rfabg,110.754,326.286,576.71,336.44,290.87,167.99
cals,21.7916,27.3771,14.3839,10.4422,19.2999,39.0047
Arf102F,45.4508,82.6293,63.51,60.0169,58.7085,80.6192
CG11155,11.155,9.25127,9.30622,12.5816,16.2309,27.3185
pho,5.14477,6.28695,4.66025,6.00191,12.1053,23.0639
CG33521,7.24325,17.7859,24.7716,16.5241,15.8339,22.9668
CG17471,12.7195,15.7243,11.1368,20.4342,29.6833,63.141
Mitf,10.6089,12.4504,10.6202,9.50022,13.3023,18.8782
Dyrk3,8.90083,8.52097,7.24172,9.74462,16.4516,31.1531
CG40196,4.72011,7.04027,6.43846,10.3977,10.2353,14.2685
CG17691,69.186,86.5862,85.1066,56.0981,42.6087,57.364
CG17636,35.9517,24.0751,25.1297,24.0578,12.582,8.29503
RhoGAP1A,19.0214,22.3323,17.0457,15.5221,25.0267,32.6958
SP71,6.7507,87.697,13.4158,5.27219,11.8799,22.0819
CG3038,4.20886,4.62495,4.48652,6.41996,9.32563,13.7018
CG42376,26.0201,27.2114,23.6651,16.2811,6.42331,9.66863
cin,12.7537,16.8151,13.5338,13.11,14.6576,21.0554
CG13377,28.5327,16.888,31.8816,38.2149,32.0994,27.9295
CG3777,11.1867,71.0915,85.6931,17.1371,14.8454,21.3383
CG12470,0,0,0,6.69774,14.8085,22.2745
Cyp4g1,29.556,74.162,111.863,110.604,74.1177,67.9417
Exp6,10.7187,10.5028,8.31627,10.4915,18.9415,23.6749
CG13373,9.14988,8.24323,3.99189,6.69454,7.19028,10.2733
CG18273,20.2924,9.90343,6.85557,3.53154,4.58801,4.92021
CG3156,12.7831,14.8623,10.9482,4.46997,4.86014,5.50057
CG17896,614.936,510.673,677.323,144.547,70.739,48.5871
svr,31.9135,32.2329,24.1595,35.4758,62.3072,63.5224
arg,69.1141,57.0367,101.255,43.4022,10.1827,2.73738
elav,11.861,0,0,0,10.0432,12.0284
CG4293,12.4488,18.2101,14.1898,18.6622,17.3456,17.2934
Appl,31.2064,13.8861,5.03846,2.92902,9.39562,12.4068
CG13366,10.2712,15.7452,8.93247,9.64947,19.7316,26.2521
CG13365,29.6095,32.055,26.994,20.7982,17.0208,16.0325
mod(r),10.6708,14.9018,12.8322,23.3202,28.2521,36.9229
CG13369,25.385,23.207,26.7691,20.2551,15.3368,13.5268
CG13364,218.213,228.918,188.569,125.904,130.52,159.057
RpL36,2656.32,2335.59,2000.36,1733.43,1635.95,1675.65
l(1)1Bi,26.2889,14.9621,8.87675,5.06347,5.69807,6.36963
Dredd,16.4847,14.0557,11.4441,16.3841,18.5163,23.0761
su(s),12.4396,8.82339,8.55681,7.93214,12.0565,12.5396
CG13367,7.97505,7.52776,5.43031,7.83959,12.0405,13.0782
Roc1a,60.7806,79.4869,71.4265,83.2477,109.38,132.428
Suv4-20,15.38,8.82062,8.90137,10.8503,23.3285,26.7085
skpA,118.854,136.487,126.868,169.186,181.301,221.669
sdk,4.49947,3.74113,3.19491,4.66049,11.4971,16.7943
CG5254,96.8492,99.162,84.012,117.105,101.595,70.459
CG5273,40.6609,40.4562,64.9508,49.343,63.1483,45.642
RpL22,1332.46,1179.13,1056.64,731.093,812.719,743.344
CR42491,612.102,513.25,228.387,204.139,199.659,417.385
snoRNA:Psi18S-531,259.72,0,316.082,113.972,0,169.323
tw,5.3658,32.3954,5.79915,6.8054,11.1353,15.9979
CG13360,0.46488,6.49527,155.447,161.419,52.7754,6.28504
CG16989,20.2662,12.8921,16.3273,17.1899,19.1338,14.1782
Rbf,22.3093,20.0834,14.1478,10.3074,15.6556,16.8101
CG3711,10.9567,6.52418,4.63628,5.76258,10.2247,11.3637
MED22,13.8823,17.401,13.1159,21.7473,24.2921,26.6158
TRAM,111.353,226.782,242.118,122.106,109.155,100.294
CG3704,31.3457,17.4726,12.6547,10.2908,12.6815,11.7108
CG3699,612.082,449.031,561.705,62.2197,24.4899,13.9016
CG3690,15.2874,14.7408,22.1114,16.3928,13.8949,8.53533
CDC45L,14.8319,12.3597,8.69243,6.97288,8.61897,8.65997
CG14630,38.9802,67.8915,83.7198,43.304,13.1084,5.99088
CG42259,8.61631,6.00633,8.179,38.1442,29.4601,19.6842
CG14629,110.27,162.648,271.814,295.018,302.944,225.061
CG3655,6.95387,8.62556,6.63305,4.18812,7.51328,17.9597
CG11378,93.2059,101.865,64.6756,71.6796,33.7285,31.2904
CG11380,0.433913,16.1311,9.81428,0.00911362,0.172371,1.09434
CG11381,6.50367,13.7743,10.8679,0.138666,0.111012,0.0435311
CG11382,5.88865,92.9023,20.2462,0.549861,1.48569,4.38016
CG3638,15.6956,7.18175,7.52887,6.20175,16.5086,17.9492
A3-3,13.2276,6.3881,8.61699,4.56374,6.49841,4.09289
DAAM,10.3013,26.3121,8.65345,5.11797,10.2839,14.3734
CG11409,1.92272,24.9496,8.62352,0.96584,1.89645,3.63987
CG11412,41.9835,30.6484,28.7444,23.0784,28.0656,34.4067
CG11418,19.2624,15.6043,12.7513,4.70842,5.61689,5.60859
Tsp2A,97.727,58.2825,49.0225,60.4341,42.5734,41.5556
CG12773,29.6873,32.1427,28.7083,25.0461,37.301,43.7574
CG11417,37.3683,16.1513,11.6017,6.68606,9.12392,9.17335
CG3056,30.4816,20.933,17.8645,18.5557,31.4979,36.0309
SNF1A,47.0012,35.5142,37.9602,42.4984,50.7929,47.051
CG3719,28.1679,31.4938,39.3575,36.5498,23.9318,24.0354
CG32813,16.3384,9.88079,6.82327,6.81987,9.43674,7.76678
CG11448,16.8975,11.438,8.84971,8.28499,15.1005,18.7024
CG14786,22.6993,24.0328,18.5185,6.28782,6.88142,6.26302
CG14787,11.1924,7.73058,16.2267,19.8788,7.82807,4.33595
CG14777,115.347,57.6639,31.3119,18.8356,13.2158,12.9291
pck,40.6268,21.3169,17.9885,28.2187,40.9006,47.2807
