Gene,L1 larvae1,L1 larvae2,L2 larvae1,L2 larvae2,"L3 larvae, 12 hr post-molt1","L3 larvae, 12 hr post-molt2","L3 larvae, dark blue gut PS(1-2)1","L3 larvae, dark blue gut PS(1-2)2","L3 larvae, light blue gut PS(3-6)1","L3 larvae, light blue gut PS(3-6)2","L3 larvae, clear gut PS (7-9)1","L3 larvae, clear gut PS (7-9)2"
beat-IV,6.28499,6.57009,2.15023,1.99997,0.526647,0.546625,0.494425,0.481697,1.86681,1.34885,1.86681,1.81256
CG10182,3.23282,3.50901,14.0003,15.1417,8.87758,9.44803,28.1016,30.1941,9.37183,14.6931,9.37183,10.1167
CG33337,0.107184,0.100988,0.0503545,0.0482403,0.0335866,0.034462,0.148191,0.150738,0.123233,0.0939892,0.123233,0.122853
CG16723,0.115355,0.550227,0.0823148,0.257358,0.0842941,0.152558,0.202428,0.225065,0.0045142,0.288053,0.0045142,0.736292
CG10183,0.0348148,0.0348403,0.0498931,0.049928,0.02376,0.0237784,0,0,0.0508245,0.0216172,0.0508245,0.0508604
tRNA:CR31143,0,0,0,0,0,0,0,0,0,0,0,0
CG10184,45.7078,50.7259,41.4045,45.96,55.9458,62.0827,11.1501,12.3769,1.90676,3.33578,1.90676,2.11655
CG31145,12.0757,13.6947,14.721,15.8326,14.1899,15.5439,9.44783,9.94915,10.5593,9.91155,10.5593,9.83278
CG13822,5.63834,6.36524,12.4158,14.0391,18.1286,20.4584,37.2995,42.1936,58.8376,49.3676,58.8376,66.449
CG10157,17.2222,19.1461,8.44516,9.38856,2.54751,2.8321,10.1363,11.2686,71.8079,50.7453,71.8079,79.8061
eIF-3p66,315.109,340.624,243.642,263.919,177.301,188.838,125.262,133.682,132.674,137.481,132.674,143.351
CG16710,1.19753,1.15757,0.745106,0.704744,0.529171,0.487966,0.158802,0.140729,0.517149,0.253494,0.517149,0.480445
CG18754,0.892154,0.932946,0.620399,0.598996,0.637437,0.102699,0.257432,0.155496,0.311402,0.3968,0.311402,0.329498
SPE,11.0345,12.3308,11.6898,13.2257,29.0489,32.3383,12.0884,13.7254,2.35996,6.11005,2.35996,2.54176
CG10254,12.1495,12.2349,8.17202,8.17554,7.63125,7.68977,8.56532,8.63553,20.6557,16.6139,20.6557,20.7517
CG10252,0.045048,0.0492793,0.0478193,0.0392332,0.81987,0.896879,29.5858,32.3081,81.0512,71.1659,81.0512,88.4245
CG10251,4.43554,4.48672,1.85941,1.88086,0.870667,0.880712,0.597167,0.604056,0.875439,0.667221,0.875439,0.885538
CG31468,0.0417823,0,0,0,0.108628,0.154861,12.7163,17.2469,40.7138,35.9472,40.7138,54.7644
CG31148,8.82874,9.69622,10.8793,11.8132,11.8583,12.9094,16.4442,17.8663,7.38337,11.6728,7.38337,8.05235
CG31413,0.00804278,0.00804278,0.0192095,0.0192095,0,0,0.0277038,0.0277038,0.195683,0.037427,0.195683,0.195683
CG31414,3.56833,4.47648,5.86262,7.02662,4.54105,5.20442,4.79847,5.72758,4.11678,5.66234,4.11678,5.02481
CG10301,1.28792,1.35462,0.697936,0.793354,0.25853,0.371935,0.596478,0.67041,0.47398,0.724564,0.47398,0.587186
CG10300,4.93565,5.29232,8.61812,8.91507,9.54169,9.85546,13.5489,14.0079,5.75043,9.82934,5.75043,6.03171
nau,0.883363,0.698269,0.664042,0.647286,0.770966,0.744286,0.812729,0.80324,0.315166,0.386951,0.315166,0.230262
CG10232,5.29177,5.55311,8.87621,9.30681,6.84644,7.05238,1.20591,1.22267,2.52258,1.61508,2.52258,2.55247
CG10365,23.4987,23.9141,24.4037,24.6523,22.5688,23.0428,26.9198,27.3996,76.6138,58.0039,76.6138,79.7328
Rpn9,42.7481,44.2542,85.8177,88.2223,58.449,60.4954,111.57,115.931,352.141,206.892,352.141,367.481
Hmgcr,19.979,17.7672,50.2944,48.468,20.5884,18.3196,7.62914,6.87567,11.8893,8.46733,11.8893,10.4848
CG10225,24.9853,24.9597,27.3407,27.3184,23.6493,23.6361,26.55,26.533,42.6514,41.5803,42.6514,42.6443
Tbp-1,41.6411,42.5364,82.3099,84.0836,55.7265,56.9016,94.962,96.9863,266.424,170.11,266.424,272.123
CG10221,15.9594,16.1824,22.0554,22.3582,17.5052,17.7461,17.5408,17.7794,27.4145,24.7125,27.4145,27.7684
Plip,24.7843,27.5056,43.0311,46.3548,19.566,22.0978,11.6806,12.8871,25.4926,12.9068,25.4926,27.5714
CG10219,122.805,132.069,141.44,151.834,138.569,149.334,91.431,98.2468,46.6687,61.1658,46.6687,50.1521
CG10217,32.0573,34.3406,21.6822,23.2267,17.7118,18.862,26.5997,27.0966,51.3024,41.1758,51.3024,54.925
Lsd-1,63.8516,67.8349,109.52,116.154,95.3701,100.783,176.267,186.687,170.568,246.965,170.568,180.19
CG10214,40.2398,40.2136,31.6569,31.7938,19.1543,19.1923,8.35876,8.34459,12.9576,10.1795,12.9576,12.7915
CG10375,15.2762,15.1801,13.026,13.2328,9.66134,9.92333,14.1039,13.4491,25.2617,17.185,25.2617,25.0165
tst,4.18299,4.20521,5.94188,5.98847,5.81248,5.85404,4.9918,5.08494,6.59242,6.23044,6.59242,6.69837
CG10208,24.6427,25.8664,21.5361,22.6408,15.8484,16.5877,10.623,10.9459,10.608,8.58435,10.608,10.8766
Nup98,16.5267,16.159,15.2018,14.9774,12.6508,12.3647,10.452,10.1883,17.3236,15.9059,17.3236,17.0173
mbc,9.96379,9.9448,8.26582,8.26134,8.42549,8.41274,6.33097,6.33366,15.136,11.1703,15.136,15.1514
CG33111,8.25125,9.46772,9.73621,11.2957,9.80167,11.0177,14.0598,16.5466,26.1558,22.65,26.1558,31.733
CG34355,8.60918,11.5903,13.63,17.0366,4.3306,5.55367,0.754288,0.97923,6.66273,3.56441,6.66273,8.17843
snRNA:U1:95Cc,0,0,0,0,0,0,0,0,0,0,0,0
snRNA:U1:95Cb,0,0,0,0,0,0,0,0,0,0,0,0
snRNA:U1:95Ca,0,0,0,0,0,0,0,0,0,0,0,0
Pli,9.72195,9.58226,7.97529,7.53004,6.25144,6.01795,13.6248,13.1344,96.9217,43.4639,96.9217,94.3348
TfIIA-S,45.7204,61.9155,35.6606,48.2148,34.0322,45.8277,60.5306,81.6962,85.8032,95.8236,85.8032,116.206
CG13597,0,0,0.0149735,0.0139315,0.796753,0.880788,3.63026,3.88777,6.58073,6.21587,6.58073,7.25904
sba,8.20653,8.44134,5.39275,5.54872,3.86328,3.96995,3.51728,3.60284,12.1101,10.0258,12.1101,12.4091
CG31141,0.0283125,0.0320096,0,0,0.072462,0.0819241,2.92571,3.14237,10.2294,8.26707,10.2294,11.0784
CG5857,16.4064,16.9502,13.6298,14.1065,9.1501,9.46212,10.7441,11.1157,16.699,15.3645,16.699,17.2363
CG13601,21.9502,23.1261,23.9665,25.1847,20.2242,21.3104,11.6877,12.2518,12.2515,12.7345,12.2515,12.794
CG13602,0,0,0.0112042,0.0102776,0,0,1.00223,0.831914,3.08383,1.97536,3.08383,2.71471
CG31142,4.78487,5.53793,8.36228,9.35837,6.20218,7.09239,7.67057,8.64192,10.4964,8.83762,10.4964,11.9466
CG13599,0.654932,0.67089,1.18405,1.2129,1.09419,1.12085,3.33692,3.41823,5.42774,4.11928,5.42774,5.51826
RpS19b,2.18749,2.11578,3.48837,3.471,6.8316,6.92834,11.9091,11.7416,17.626,14.3211,17.626,17.5609
CG5854,6.89689,6.93819,12.2815,11.6563,11.8896,12.0757,30.4037,31.5743,124.376,69.2917,124.376,123.109
Gdh,1139.46,1118.99,932.535,915.844,899.017,887.375,313.01,305.749,94.1063,160.23,94.1063,90.1219
CG12268,4.73121,5.21769,4.81233,5.27024,9.63886,10.5363,3.50883,3.86091,6.23557,2.79599,6.23557,6.81056
Aats-glupro,51.0711,51.5222,75.762,76.4443,54.249,54.713,23.5601,23.7518,32.2243,29.1521,32.2243,32.5071
AP-1sigma,22.4478,13.9405,34.9539,21.0512,23.9961,15.0537,22.1354,15.8608,37.6343,18.9985,37.6343,30.0912
CG31140,46.7667,40.3647,16.5852,15.0307,6.99629,6.68492,3.89678,3.36184,12.7489,9.99747,12.7489,11.9445
CG13603,11.7198,12.1879,10.7564,11.1876,14.1326,14.6901,36.8541,38.2983,100.329,65.1374,100.329,104.32
CG5902,24.7681,26.0619,22.8343,24.7254,23.9147,25.3439,36.924,38.73,81.8998,66.2158,81.8998,86.2007
CG13604,5.94668,6.15552,4.48389,4.57522,3.21881,3.30942,4.8013,4.87031,8.04022,5.85535,8.04022,8.47589
Rab7,41.7425,42.6903,47.0893,49.9568,46.2228,48.9665,91.5038,97.4067,208.431,153.616,208.431,222.2
CG33108,4.69227,4.23152,3.63368,3.52312,3.14429,2.69559,4.69275,4.298,5.99781,5.03859,5.99781,5.57991
KrT95D,20.2237,17.9609,12.3607,10.6815,10.4987,9.17749,12.8437,11.1681,46.0802,27.6814,46.0802,39.882
CG5933,3.68661,3.90601,3.45974,3.58335,2.29502,2.41742,3.87085,3.88264,7.88752,6.54453,7.88752,8.15121
Miro,22.5527,23.2753,17.465,18.0234,18.0708,18.595,18.3712,18.8737,29.9806,26.1535,29.9806,30.6963
spas,8.17022,9.05019,5.54986,6.01884,4.41011,5.00175,6.08347,6.77887,18.5809,13.5667,18.5809,20.6271
Rox8,29.8605,29.7452,32.621,32.5664,29.2544,29.033,34.7682,34.3676,78.7763,55.7521,78.7763,78.1171
CG5986,7.42135,7.72568,11.5333,12.1362,8.10028,8.45358,10.3893,10.8505,16.5845,13.6341,16.5845,17.2922
Atg6,9.95927,10.3989,8.62467,8.93442,7.35295,7.62846,9.00616,9.38166,15.1213,12.1951,15.1213,15.6197
CG5991,50.6597,51.0116,45.6953,45.2812,38.2337,38.1929,7.90282,7.85875,8.52832,8.42372,8.52832,8.32287
CG6000,10.6577,10.5753,31.9094,31.9246,23.914,23.7154,9.97662,9.77461,9.48702,8.10485,9.48702,9.38997
Hsp68,9.31102,9.31455,9.25078,9.25289,19.6733,19.6769,48.8916,48.8955,230.096,76.2894,230.096,230.099
SMC1,10.5808,11.5492,10.6346,11.6242,7.49032,8.17268,10.1337,11.0604,19.5788,16.2649,19.5788,21.3937
4EHP,21.0426,20.819,20.5631,19.0935,12.2909,12.6432,7.36187,7.19203,16.4143,13.8151,16.4143,14.8514
Syx1A,28.7776,28.7776,19.918,19.918,13.8324,13.8324,6.4956,6.4956,12.975,13.8262,12.975,12.975
CG10694,0,0,0,0,0,0,1.83703,1.83703,4.99204,4.09034,4.99204,4.99204
CG18428,4.3962,4.99249,6.33771,7.3223,5.18313,5.86846,6.8583,7.96008,13.8372,9.59432,13.8372,15.9732
CG13605,11.6764,11.7913,10.4163,10.6416,11.3818,11.3073,14.8405,14.898,22.1967,20.7054,22.1967,22.4185
tRNA:CR33536,0,0,0,0,0,0,0,0,0,0,0,0
CG13607,3.07535,3.07535,9.11503,9.11503,34.2878,34.2878,54.2109,54.2109,30.8753,50.1894,30.8753,30.8753
CG6129,4.45093,4.46594,1.79161,1.8079,8.43927,8.53527,11.0979,11.2232,10.1978,9.21537,10.1978,10.264
CG5463,7.04439,7.1425,8.30248,8.41383,6.83855,6.92718,3.59252,3.61564,3.82018,3.56055,3.82018,4.01208
Tsc1,12.6031,12.6606,10.8718,10.9095,10.3547,10.383,9.03686,9.07853,13.8026,13.4048,13.8026,13.8647
sec10,7.68537,8.6438,9.15222,10.2978,7.02122,7.89188,7.85584,8.85115,13.8339,11.026,13.8339,15.4716
kal-1,0.632804,0.61772,0.70707,0.701091,6.2865,6.21322,15.3932,15.2788,20.728,23.2865,20.728,20.9707
CG31133,6.02382,6.04859,10.5465,10.5759,8.04143,8.0369,5.70726,5.71073,4.14968,4.46184,4.14968,4.1488
p38c,0.266458,0.267792,0.512014,0.5863,3.72429,3.70104,12.5867,13.306,2.99748,5.40007,2.99748,3.22515
Mpk2,11.2244,9.93727,13.0715,11.5743,10.6162,9.83049,17.3451,15.3107,18.571,14.7523,18.571,16.4382
CG6178,67.3355,62.6859,66.4884,62.8228,59.6462,53.4244,69.2292,65.3352,13.1431,21.4281,13.1431,12.7159
Myo95E,5.4574,5.36873,3.33187,3.35252,2.55336,2.52993,2.82791,2.82056,6.26765,4.85801,6.26765,6.17917
CG6182,7.70755,8.4577,8.40825,9.27911,6.94724,7.45464,6.9096,7.37796,11.7679,8.47892,11.7679,12.7458
mRpS24,77.2788,86.1419,56.5954,62.3589,36.8172,43.0032,14.2952,16.6051,10.2484,12.9133,10.2484,11.71
Apc2,1.98078,2.09249,2.08202,2.18219,2.44584,2.53856,4.41289,4.50967,8.74822,6.41718,8.74822,9.09349
CG5510,14.3328,16.4541,27.0788,29.9357,20.1245,23.2016,25.0205,28.2282,54.2299,36.8424,54.2299,59.4003
CG13606,3.75494,3.9693,6.27663,6.43162,18.184,18.3966,1.40906,1.06261,278.292,7.33225,278.292,275.462
CHORD,18.4008,20.0526,16.0131,17.5856,12.1927,13.3133,9.64057,10.537,14.1706,12.4086,14.1706,15.6248
CG5515,37.0682,36.6081,43.3898,42.7332,33.4012,32.9582,28.2981,27.918,35.3104,27.8862,35.3104,34.9198
CG5524,2.92589,3.06208,2.72926,2.84786,2.14882,2.22746,3.59755,3.75419,9.48858,7.13397,9.48858,9.90758
CG6204,2.03244,2.04051,2.68387,2.70345,1.87609,1.94302,2.80594,2.89311,5.07544,3.56481,5.07544,5.19655
twin,22.1781,22.2489,19.2237,19.0799,14.128,14.2437,19.8834,20.2073,47.3144,42.7735,47.3144,48.2927
CG17786,0,0,21.5928,21.5928,3.81901,3.81901,0,0,0,0,0,0
cav,1.15748,1.18791,1.42015,1.39318,1.947,1.94875,4.11616,4.15352,8.07595,5.35553,8.07595,8.07496
CG5669,5.62191,5.62197,3.5355,3.53785,2.72506,2.72445,3.50477,3.50424,6.37901,5.86992,6.37901,6.3788
CG13609,0.165602,0.157085,0.278914,0.247783,0.328736,0.286171,0.276959,0.276659,0.761346,0.592302,0.761346,0.658136
Spase22-23,100.224,42.6505,192.778,82.6771,141.874,60.9834,172.476,73.567,176.764,67.9213,176.764,76.4968
Acp95EF,0.116588,0.00158191,0.40222,0.00261485,0.265236,1.41E-05,0.602388,0.631511,2.22201,0.57416,2.22201,0.73746
mask,32.42,31.5562,20.1,19.4072,18.8039,20.0865,10.4617,11.116,29.8963,31.1423,29.8963,31.229
CG5706,60.4643,65.0947,68.6644,73.9017,44.7258,48.0311,22.5083,24.2032,27.0407,25.6144,27.0407,29.0931
jar,23.689,24.1538,44.8121,46.0191,30.8299,31.7033,38.4552,40.6857,78.3601,61.3514,78.3601,82.4397
tRNA:CR31130,0,0,0,0,0,0,0,0,0,0,0,0
Orct2,12.9069,12.9069,13.8305,13.8305,4.10144,4.10144,3.82321,3.82321,9.13534,6.35546,9.13534,9.13534
Orct,16.3235,15.8173,22.839,20.9865,10.2915,10.1483,47.2063,46.7252,164.945,109.131,164.945,144.6
CG13611,0.102195,0.111093,0.0405442,0.0442228,0.0144423,0.015796,0.612291,0.68561,3.17971,2.49869,3.17971,3.48001
CG6356,19.0203,20.0078,5.16773,5.35232,3.75696,3.8417,13.3356,13.4727,22.5629,28.2949,22.5629,22.8552
CG34290,1.98822,2.21824,1.48399,1.64873,3.81002,4.07425,1.77916,1.89742,1.10598,1.27173,1.10598,1.14102
CG6364,32.279,32.8525,24.4433,24.2491,18.7613,18.806,12.8387,13.0194,23.2471,17.2449,23.2471,23.0728
CG5715,0.782438,0.782158,11.2552,11.5425,8.54833,8.67456,0.843002,0.843337,1.84832,1.24619,1.84832,1.85782
crb,10.2425,9.36405,12.3296,11.3646,8.70443,7.85294,8.47885,7.75559,31.9136,16.8644,31.9136,30.1475
CG5720,9.61666,9.80035,7.76667,7.90674,6.05977,6.17462,6.18584,6.30315,11.2104,9.25198,11.2104,11.4242
BRWD3,15.4574,10.9349,11.3344,8.25937,9.1045,6.75101,9.90851,7.21859,20.9402,13.3046,20.9402,14.7571
CG5728,31.3576,31.7254,14.9376,15.0976,10.5654,10.6702,4.89804,4.94955,7.28434,6.52793,7.28434,7.3424
Dis3,27.1725,27.3796,14.6014,14.7129,11.0884,11.1711,7.19453,7.25255,9.63135,9.35749,9.63135,9.70411
CG6432,6.13365,6.11385,8.93738,8.9742,4.66486,4.62856,1.33437,1.309,1.55449,1.56994,1.55449,1.40053
Dms,19.5858,23.2272,10.2314,12.0106,4.23774,5.01024,3.19305,3.79968,4.09881,3.66317,4.09881,4.85741
CG5746,20.9015,22.1476,21.5822,23.4027,17.7918,18.9822,12.4208,13.7892,25.4322,27.716,25.4322,28.0347
CG6454,15.2977,15.994,12.8961,13.4758,11.7671,12.2479,10.1374,10.5913,14.8467,14.506,14.8467,15.518
Golgin84,6.3299,6.88239,7.48746,8.12635,6.00102,6.59155,8.02918,8.69107,14.6357,12.9704,14.6357,15.9812
CG18528,3.81279,4.07748,4.84527,5.19261,5.00638,5.33579,7.59402,8.12353,21.799,12.9579,21.799,23.3197
CG5762,0.0916817,0.0928174,0.668557,0.677376,0.109677,0.105579,13.8594,13.9875,41.0853,32.5863,41.0853,41.6274
CG33339,0.0806621,0.0223369,1.31009,1.08478,0.0976271,0.0762243,0,0,0.0332389,0.0346482,0.0332389,0.0271731
CG33340,0.104502,0.0922846,0.0363011,0.296056,0.512146,0.555261,25.419,25.4289,80.5733,61.4045,80.5733,80.6778
CG17784,0.037105,0.0640195,1.25871,1.63633,0.279184,0.27548,0.0366571,0.0394205,0.177835,0.000190402,0.177835,0.106979
CG13613,0.0453408,0.0452256,0.873739,0.852224,0.124837,0.125961,0,0,0,0.0286282,0,0
CG18669,0.107741,0.106928,1.89566,1.96745,0.367663,0.385163,0.0556677,0.0613867,0.0655338,0.0552878,0.0655338,0.0722664
CG33341,0.0608095,0.0622814,2.10881,2.04537,0.677474,0.664169,0.0261622,0.0268164,0.166728,0.0724564,0.166728,0.170473
CG13614,0.419157,0.425741,6.52156,6.35784,1.44695,1.38607,0.0917696,0.0948108,0.21347,0.114258,0.21347,0.219084
CG17782,0.404557,0.444211,5.24369,5.48932,0.585376,0.642594,0,0,0.0971648,0,0.0971648,0.0939804
CG17780,0.12691,0.418556,3.68032,3.7751,0.684831,1.19541,0.00182008,0.0712684,0.0513713,0.439592,0.0513713,0.468033
CG17781,0.519958,0.212364,14.4812,13.3458,2.07455,1.50255,0.140338,0.0714033,1.32317,0.115065,1.32317,0.560343
HDC15381,0,0,0,0,0,0,0.0320752,0.0374211,0.203904,0.0674064,0.203904,0.237888
CG5768,0.251879,0.251879,3.15501,3.16838,0.343812,0.343812,0.0578405,0.0578405,0.224703,0.130235,0.224703,0.224703
CG13615,0.101704,0.129581,2.33015,2.67081,0.192813,0.19653,0.0194625,0.0247971,0.137471,0.0446669,0.137471,0.157637
CG13616,0.704001,0.710295,15.1714,16.5674,2.5238,2.6204,0.231274,0.264502,1.22923,0.655115,1.22923,1.19103
nAcRalpha-96Aa,5.23076,8.01551,1.51298,1.58302,0.60877,0.641853,0.210207,0.227827,0.828951,1.01955,0.828951,0.990685
CG31128,0.014618,0.0165021,0.011638,0.0131379,0.0249419,0.0281565,1.10776,1.25053,4.42796,2.9693,4.42796,4.91836
nAcRalpha-96Ab,14.2258,14.0889,4.06979,4.0849,0.88995,0.887497,1.27884,1.26352,3.30805,2.00719,3.30805,3.3296
nAcRbeta-96A,14.8588,15.6602,3.01787,4.52317,0.601763,0.954522,0.611038,1.00972,1.71742,1.88576,1.71742,2.70932
CG13617,0.0863179,0.0971564,0.045814,0.04641,0.21601,0.243133,0.614474,0.691631,1.09907,1.06498,1.09907,1.20556
Pp1alpha-96A,35.8425,36.0913,25.4667,25.8373,18.2308,18.5015,15.3827,15.6254,29.9063,25.4389,29.9063,30.324
CG13622,0.493319,0.493319,0.47401,0.47401,0,0,0,0,0.144859,0.0791606,0.144859,0.144859
CG13618,5.25768,5.75859,7.82172,8.5878,14.4494,15.8646,0.308448,0.338659,6.42714,0.871464,6.42714,7.05664
CG6607,11.6811,12.8785,12.2993,13.4756,13.1896,14.4001,15.1992,16.6325,17.2179,19.1019,17.2179,18.8582
CG13623,10.1219,10.7775,10.9726,11.7992,10.0929,10.7293,9.30487,9.9387,10.6744,10.2691,10.6744,11.213
ana1,2.28693,2.38274,1.18121,1.25534,1.17446,1.26268,3.44259,3.64234,9.19161,8.30933,9.19161,9.50949
CG5789,14.5499,14.8691,15.0022,15.33,7.63327,7.76285,6.86468,7.0079,23.2693,21.7383,23.2693,23.7141
CG6643,29.6582,28.735,23.7993,23.0043,37.3917,35.5822,37.3456,35.9347,17.6267,30.2285,17.6267,16.9213
tRNA:D:96A,0,0,0,0,0,0,0,0,0,0,0,0
snRNA:U6:96Aa,0,0,0,0,0,0,0,0,0,0,0,0
snRNA:U6:96Ab,0,0,0,0,0,0,0,0,0,0,0,0
snRNA:U6:96Ac,0,0,0,0,0,0,0,0,0,0,0,0
CG13624,13.4423,14.9845,7.75792,8.6451,6.91569,8.06813,5.49875,5.88311,13.9635,15.1684,13.9635,15.3086
CG13625,5.42699,5.42699,5.69463,5.69463,3.58328,3.58328,4.65548,4.65548,10.9021,7.41829,10.9021,10.9021
mld,10.3878,10.3163,9.00857,8.94101,8.30185,8.16239,5.14909,5.05781,11.6377,9.64567,11.6377,11.5139
Syx18,17.3007,18.4982,20.2989,21.5502,15.1861,16.2352,14.1772,15.0644,22.134,22.4852,22.134,23.5334
atl,33.2707,32.8811,51.0886,50.9994,40.7927,40.5579,48.6434,48.0423,77.8691,74.6607,77.8691,77.945
Wsck,7.25292,7.78331,5.21411,0,4.28394,0,6.0276,0,11.6599,11.1221,11.6599,12.5003
CG5794,8.3251,8.12482,7.03794,6.81869,7.02717,6.68499,3.99848,3.8538,10.1073,9.78531,10.1073,9.77822
ash2,12.9566,13.0006,11.9341,12.0268,13.0381,13.0317,15.3616,14.9878,19.1869,18.8725,19.1869,18.9445
CG31125,1.19256,1.19256,0.636021,0.635964,1.07626,1.07626,2.68421,2.68425,4.66609,3.92903,4.66609,4.66609
CG6695,12.5461,12.4985,11.2006,11.1576,10.8771,10.829,10.8765,10.8389,14.7068,15.9729,14.7068,14.6355
CG31126,38.555,47.4395,46.2586,56.8959,30.3794,37.2792,8.80396,10.9632,11.8338,13.7226,11.8338,14.8031
Ppox,15.7195,15.4671,19.8858,19.5807,18.2714,18.0705,15.5166,15.4052,16.8108,16.4153,16.8108,16.6386
slo,24.0049,23.9915,10.9852,10.9387,4.60208,5.1807,4.99898,5.92468,8.50318,7.20562,8.50318,9.00966
CG13627,1.22588,1.23213,77.7219,79.7175,14.9212,15.1596,0.119115,0.127671,0.423987,0.327933,0.423987,0.444989
Rpb10,41.1916,48.6689,42.3476,53.6906,32.3352,37.934,21.4492,26.0316,24.2507,26.7964,24.2507,29.1043
CG13630,57.8556,60.5316,51.5902,53.5583,41.9083,43.7579,25.3664,26.6028,28.6742,27.1085,28.6742,29.8045
tok,15.6676,16.3121,8.11243,8.44369,15.034,15.4685,12.8588,13.136,65.665,29.6389,65.665,65.3209
snoRNA:Me18S-C1280,0,0,0,0,0,0,0,0,0,0,0,0
tld,0.98022,1.00356,0.284633,0.292391,0.705984,0.743221,2.73091,2.89049,5.96571,4.8158,5.96571,6.21333
asp,0.67474,0.673199,1.04553,1.0483,1.85141,1.83393,4.34109,3.91063,7.54911,6.90615,7.54911,6.98193
CG13631,9.40619,9.40619,42.2247,42.2247,14.3466,14.3466,11.9034,11.9034,11.1055,14.1892,11.1055,11.1055
CG42331,0.900167,0.903578,41.6997,42.1547,4.80391,4.92302,0.210142,0.216431,0.622613,0.168492,0.622613,0.62498
CG5805,39.46,41.9221,32.3261,34.3852,26.9892,28.7703,12.2759,13.1374,58.1948,12.4003,58.1948,62.1803
CG13634,0.105888,0.144538,1.71012,2.11241,0.193576,0.229002,0,0,0.257628,0,0.257628,0.288868
Ets96B,0.563972,0.455943,0.107753,0.110328,0.0818268,0.0813735,0.238531,0.224113,1.01107,0.55043,1.01107,0.854295
CG18410,24.8449,26.2815,12.5112,13.2309,38.8562,41.1483,19.2243,20.3459,9.33848,13.7841,9.33848,10.0006
polybromo,9.599,9.93695,8.96146,9.27327,8.07591,8.3506,8.53887,8.84449,11.5686,11.7986,11.5686,11.9792
CG5807,8.24692,7.65203,8.50553,8.07342,8.22279,7.59881,15.5638,14.8014,21.6542,17.6875,21.6542,20.8727
CG6980,0.320028,0.320028,0.31591,0.315937,0.390032,0.390032,1.6299,1.63,7.43147,5.19393,7.43147,7.43282
CG34150,13.6295,12.3393,20.0858,17.8481,18.0236,15.0475,10.7978,9.63665,10.3868,7.87453,10.3868,9.78188
CG5808,2.96169,3.10438,3.1297,3.30093,2.70001,2.88701,3.99724,4.29895,5.38936,4.72864,5.38936,5.78385
CG6995,35.7775,36.8169,26.7898,27.5809,22.8791,23.509,20.5314,21.0997,35.3876,34.1025,35.3876,36.4512
niki,0.408835,0.431457,0.140084,0.149151,0.18543,0.193729,0.998255,0.997303,0.673629,1.92853,0.673629,0.725153
RabX4,10.9172,10.9345,3.52146,3.42506,2.44917,2.4468,5.49225,5.37694,12.9992,8.71228,12.9992,12.5387
CG31357,12.5009,12.5009,8.30065,8.30065,9.7277,9.7277,22.3257,22.3257,44.4877,37.7271,44.4877,44.4877
CG13636,25.9069,13.5522,11.7011,6.91834,3.79862,2.17338,2.07925,1.20335,4.64032,2.05182,4.64032,2.9179
CG33658,0,0,0.02091,0.02091,0,0,0,0,0,0.0407401,0,0
Esp,7.22253,7.4357,5.74394,5.73246,14.5634,15.1483,3.25311,3.3575,7.64836,3.77289,7.64836,7.4964
CG7006,73.8317,85.7765,32.8304,38.0833,19.1193,22.0316,11.0962,12.8584,17.0659,13.2579,17.0659,19.5792
nct,8.44063,8.51727,13.6043,13.479,10.5142,10.2478,17.0876,16.8793,52.3399,32.8117,52.3399,51.6479
HdacX,0.0961962,0.152286,0.172225,0.212172,0.12164,0.173225,0.458433,0.677553,0.852068,0.984253,0.852068,1.15786
CG10899,0.0290909,0.0287792,0.0475503,0.0241288,0,0,2.46445,2.38544,7.27158,5.62105,7.27158,7.21564
CG31105,0.192708,0.184603,0.148846,0.133609,0.11955,0.0859028,0.323313,0.115613,1.64015,0.507619,1.64015,0.898285
CG13640,19.8032,19.4938,13.2064,13.0001,16.2149,15.9615,3.18525,3.13548,0.41536,0.477901,0.41536,0.40887
CG7016,12.945,12.9449,6.06103,6.06104,9.93577,9.93594,13.9907,13.9908,26.1281,26.5073,26.1281,26.1287
CG13641,20.6031,20.6033,18.7425,18.7425,77.2219,77.2215,98.7946,98.7944,31.6759,109.916,31.6759,31.6746
Ela,69.9791,89.7819,26.4992,33.568,42.7478,53.8296,46.4348,58.9145,15.3203,47.5004,15.3203,19.5016
CycB3,1.31392,1.31392,1.49052,1.49052,2.50164,2.50164,6.66251,6.66251,14.7834,13.112,14.7834,14.7834
CG3744,11.4779,11.3448,14.0279,13.8338,9.69955,9.50745,8.61949,8.40981,17.5528,15.9313,17.5528,17.1355
CG11089,65.6291,66.6562,34.4465,34.8114,55.3936,55.9708,130.774,131.203,615.651,499.761,615.651,617.613
CG31381,0,0,0,0,0,0,0,0,0,0,0,0
CG31121,9.83133,9.87039,17.5798,17.8037,8.78276,8.85535,6.97941,6.96773,12.516,13.5933,12.516,12.5686
CG11069,7.10192,7.33214,13.6763,14.1197,5.02863,5.19164,6.0511,6.24726,14.5736,11.9742,14.5736,15.0288
CG13643,6.56187,6.90438,5.11945,5.41832,5.63413,5.84352,0.436845,0.452999,0.337131,0.254996,0.337131,0.313305
CG10845,0,0,0,0,0,0,1.33904,1.31603,5.60527,4.61453,5.60527,5.60446
CG31120,28.592,28.8657,25.1157,25.5492,20.1194,20.5333,19.4333,19.5931,25.3757,24.1473,25.3757,25.798
